,eng_reference,trimmed_segment_path
1771,"Papa, I want to go shopping. Checked in! We've completely arrived South Korea because we got the result of PCR test. The result is... positive. Let's go home... The result is negative.",combined_clean_all/combined_output_1772.wav
1772,"Now, we can hang out everywhere in Seoul. Right. Once you got the result, fill it in the Q code that we applied before. After that, you can enjoy the trip. There is one point that we talked in the car. He said my skin is healthy.",combined_clean_all/combined_output_1773.wav
1773,"His skin as well. Although we flew for 5 6 hours, our faces weren't oily at all. Such a smooth face. We'll share our secret before leaving to have fine dining. Oh! Are we gonna have fine dining? You knew it. I just pretended I don't know it before. Okay. Let's share our secret. Then we'll go shopping.",combined_clean_all/combined_output_1774.wav
1774,"We brought something with us to the trip. Actually, we've eaten it for a long time. It is... Tadaa! Pherone Plus It's a supplement for both hormones and skin. Actually, I knew this brand for a year",combined_clean_all/combined_output_1775.wav
1775,"since it's Pherone Plus 6th anniversary. And we keep eating it. How to eat for men is 1 capsule in 2 days. Only 1 capsule. Anytime in a day. For me, I usually eat it in early morning, after meal, or before go to bed. This supplement can balance hormones,",combined_clean_all/combined_output_1776.wav
1776,"and increase estrogen. The question is men can eat it or not. Yes. Men can eat it because it helps about acnes, and skin to be fair and bright. Moreover, there is ginkgo as well. It's really good for your brain and memory.",combined_clean_all/combined_output_1777.wav
1777,"Women can eat it as well. As we told it balances hormones, it's good for women to have more estrogen. Soft and gentle. You'll have fair and glow skin. It also helps to regulate your periods.",combined_clean_all/combined_output_1778.wav
1778,"Besides ginkgo which's good for memory, there are 12 more extracts. I can remember some of them. There are ginkgo, female ginseng, soy beans, zinc, promenades, pine bark, deep sea fish collagen, lycopene and vitamin C.",combined_clean_all/combined_output_1779.wav
1779,"There are lots of premium extracts in one capsule. Pherone Plus can meet what the young generation wants. So, let's eat one. Only 1 capsule. Yes, we just ate it last night on the plane. Today, we're gonna eat it to boost our skin before going out. Yes.",combined_clean_all/combined_output_1780.wav
1780,Pherone has 2 sizes. The first one is.... small with 10 capsules at 319 baht. And the large size. I recommend it. There are 30 capsules at 890 baht. It's worth it. This size is for one month. True.,combined_clean_all/combined_output_1781.wav
1781,"Besides, Pherone has a promotion for 7th anniversary! Pherone wants to thank you its customer for giving it a chance and supporting it for 7 years. The promotion is this one. The Kamluang bumble bee bracelet. It's a holy talisman.",combined_clean_all/combined_output_1782.wav
1782,"I believed in it that helps about reputation, lucky, victory, salvage and being healthy as well. You'll be saved from an accident. We can enter the country smoothly. We had an accident today. Yes, a car crash, but",combined_clean_all/combined_output_1783.wav
1783,"we didn't injured at all. We're safe. Don't bash on it unless you've tried it. It's a holy thing to protect us from dangers in this trip. How can I get this bracelet? It's not that hard. Just buy the large size of Pherone for 2 boxes,",combined_clean_all/combined_output_1784.wav
1784,"then you'll get a Kamluang bumble bee bracelet. Please support this product and promotion. Right, but I'm hungry now.  Let's go to have dinner, then go shopping. Can I go shopping before the dinner? Okay, then go shopping first. Let's go! Yay!! What are you recording?",combined_clean_all/combined_output_1785.wav
1785,"Wow! What a look. What's a problem? It's like a black suite. Aha. Because you're gonna take me to have fine dining, I have to wear neat. What? We're going to eat street food. Are you confused? No, you didn't say street food. You said we're gonna have fine dining, Michelin star. Just street food. You're exaggerating.",combined_clean_all/combined_output_1786.wav
1786,"Please don't disrespect me. Look at you. What kind of street food? Oho! What kind of street food is it? Can you do the Black Mamba dance? We're waiting for a taxi. Both's gonna take me go shopping at The Galleria. Don't max out, don't go home. Guess! What is the credit limit?",combined_clean_all/combined_output_1787.wav
1787,"What is it? One thousand baht. No way. Guys, we fought to live while we're in the taxi. In South Korea, people drive so fast. I feel sick, daddy. True. I know he wants to save our time, but it's bad. We're sick now.",combined_clean_all/combined_output_1788.wav
1788,"Both really likes The Galleria. There are many cool things here, and multi brand products as well. You can get everything from here. Actually, there is a new department store. Really? Yes, its name is The Hyundai Seoul. It's not right here. hyeon dae is how to pronouce in Korean.",combined_clean_all/combined_output_1789.wav
1789,"Yes, but we're gonna go to The Galleria. Someone wants to shop. You walk so fast. I want to shop. Let's go. Where are you going? Which building do we go to? What do you want to buy? I just want to look around first. Look around? It depends on what you buy for me.",combined_clean_all/combined_output_1790.wav
1790,"I give you 1 thing. Why do you wink your eye? It's hot. I can't focus on the camera. Please wear the face mask when you're inside the building. Let's see we can record in the shop or not. There! Let's go. Daddy, I like Goyard. Because it's not a shop in Thailand.",combined_clean_all/combined_output_1791.wav
1791,"Do you like me? It's more than I like you. There is an unexpected situation, again! Guys, I'm shocked. At the end, I got a thing. Because it's a surprise! It's a great surprise. I'm shocked. We couldn't record anything in the shop.",combined_clean_all/combined_output_1792.wav
1792,"Actually, we could, but the staff stopped us. Right. I'm sorry. First, it's Newyear who wants to shop. Then I just looked around the shop for mine. Finally, Newyear didn't buy anything. When I was about to pay, he paid it for me so fast. He's so fast. Here it is. Both wants a cardholder.",combined_clean_all/combined_output_1793.wav
1793,"On occasion of our 10th anniversary, I want to treat you. You're so lucky since you have the bracelet. I have a big supporter. I can treat you, my chubby. Thank you, my chubby. Do you love me? I'll treat you at the 2 Michelin star restaurant. Keep your word.",combined_clean_all/combined_output_1794.wav
1794,Certainly. I feel guilty because I want to treat you first. Do you want anything? I want... I want you. You have me. Nonsense. We left The Galleria. It's going to be raining. And we're going to have dinner.,combined_clean_all/combined_output_1795.wav
1795,"I booked a fine dining restaurant. Both's gonna take me to a restaurant named.... Mosu, if I didn't pronouce wrong. It's a 2 star Michelin restaurant. Really? Yes. Actually, I want a 3 Michelin stars one, but it's fully booked. So, let's try the 2 stars one first. And will try the 3 stars one later. Okay? The 3 stars one can be for the next trip.",combined_clean_all/combined_output_1796.wav
1796,"Okay, anywhere you want. Promise. Here we are at Mosu restaurant. Once we arrive, it's going to be dark now. Both booked this restaurant. It looks really good. We can see chefs preparing food as well. We'll show you later. Chefs look good as well.",combined_clean_all/combined_output_1797.wav
1797,"We don't eat chefs. You're bad boy. Does it smell good? The smell here makes my mouth water. I'm starving. The environment here is good. Yes, it's good, but you sit far away from me. Just for awhile. We're close again when we leave here. Okay. Why are you meh? Cheers!",combined_clean_all/combined_output_1798.wav
1798,It's so yummy. Really? It's yummy. Look! I'm mouth watering. It's really good. Delicious. I want to eat it everyday. How dare are you? Do you how much it is? I guess it's about 10 thousand baht. I want to eat it everyday. No way.,combined_clean_all/combined_output_1799.wav
1799,"I'm very full. Do you like it? Yes, I want to eat it everyday. How many star do you give? If maximum is 5 stars. I give 4.5 stars. Wow! It's a lot. I love it. It's a delicious Michelin food. It's Korean fusion food Correct.",combined_clean_all/combined_output_1800.wav
1800,"with Italian food. It's perfect. True. I love it as well. I want to eat it again, but next time, Newyear will treat me. Alright, we're gonna go back to our room, and say goodnight there. Here we are. Now, it's 11 PM.",combined_clean_all/combined_output_1801.wav
1801,"Today, we spent time more than 24 hours. For me, I'm failed a little because Newyear couldn't find what he like. In the meantime, I got a thing. He pretended that he liked a wallet and opened it. He knew what I want.",combined_clean_all/combined_output_1802.wav
1802,"And he gave me a surprise. I'm really happy. Although it's not that big, I have him for 10 years. He's my great gift. It's really good for me. He said he bought this wallet for me",combined_clean_all/combined_output_1803.wav
1803,"because he wants to replace the one I lost. I lost a Celine wallet that he gave me. So, he wants to buy this one to replace it. It's Bottega. Right, Bottega. Thank you so much. How do you feel about our 10th anniversary? For me, it's an ordinary day which is extraordinary",combined_clean_all/combined_output_1804.wav
1804,"because there are many things happened today. An unexpected accident. A car crash. Once we went out and enjoyed, I think this is what I wait for 3 years. Now, we are here. Everything is what we like. We ate good food.",combined_clean_all/combined_output_1805.wav
1805,"I'm with you, and gave you a surprise. As Both said, we're together for 10 years. The important is we always have each other. I'm so happy about it. Really? 10 years. Promise?",combined_clean_all/combined_output_1806.wav
1806,"You copied me. Promise. Many of you have doubt that Both and I awake more than 24 hours with this face, why our faces still look healthy. It's because we've eaten Pherone for almost 1 year.",combined_clean_all/combined_output_1807.wav
1807,"Since we first tried last year, we keep eating it every 2 days. It doesn't have the result suddently you eat it, but it spend time. As I told you about Pherone, it's safe to eat. Nat always give us the good things.",combined_clean_all/combined_output_1808.wav
1808,"If you want healthy skin, just order the product at the shop as below. Please support the product. Now, the sleeping beauties want to sleep. See you again on EP2. Where will we go next?",combined_clean_all/combined_output_1809.wav
1809,"There are lots of places to travel here. I'll try my best to select good places for you. Tonight, I need to go to bed because I'm very sleepy. Right, have a sweet dream. And please like, share, and subscribe and hit the bell on our channel. See you! Bye! Anyong!",combined_clean_all/combined_output_1810.wav
1810,We will make a clip with special content. Neither of us have ever made this clip before. What's in my bag!!! Very easy to use Holds a lot of stuff This one says that I like it very much. It's the best double clean. Hello everyone. Annyeong Haseyo,combined_clean_all/combined_output_1811.wav
1811,"We are going to make a clip with special content. Neither of us have ever made this clip before. I've spoken to Year many times I want him to do it Until today, I can encourage you to do so,which is What's in my bag!!!",combined_clean_all/combined_output_1812.wav
1812,"There are the bags that we just got. and carry them on this trip It can hold a lot of stuff. Yes, let's say that we come to travel abroad We have a lot of important things. yes Many people want to know what are the important things in the bag?",combined_clean_all/combined_output_1813.wav
1813,"Let me review the bag first to see how I got this bag. This is an exclusive bag. Must purchase the Laneige campaign product in collaboration with Maison Kitsun to get this bag which is not for sale Seriously, I'm very excited. Correct It's a limited edition. Now it's gone. I'm very happy. I'm proud. What about Daddy's bag?",combined_clean_all/combined_output_1814.wav
1814,"Both's is It's a very rare item. This is a bag from a Korean brand called Carlyn. I can't remember the model name. It's a black bag and it's a bit big. Can carry as cross body bag, can hold a lot of stuff Very easy to use bring this one too Mochita Ii's Mochita.",combined_clean_all/combined_output_1815.wav
1815,"It's a bag charm to hang the bag like this. These are the bags that we carry on this trip. yes Next, let's take a closer look. What did we carry? Let's start with the gadget category. Let's start with what I can't live without. Here is iPhone.",combined_clean_all/combined_output_1816.wav
1816,"It's always have to carry with. Wear a CASETiFY case. Mine is an iPhone 12 pro. This is airpods, not an airpods pro. Wait for Daddy to buy it. This is the CASETiFY case. Able to clip cloth bag Able to cling to various things",combined_clean_all/combined_output_1817.wav
1817,"Clip the edge of the pants, the trouser loops, just like that. Another indispensable thing when coming abroad or traveling to other provinces. The power bank is very important. This one is recommended by Nong Nat Kiew Kung. Nat recommends Newyear to use this brand.",combined_clean_all/combined_output_1818.wav
1818,"because it can be fast charge and can also be charged as a MagSafe Capacity up to 30,000 volts, volts? Amp? What about the amp? 30,000 amps, it is correct. If I'm wrong, I'm sorry. find out what brand where to buy I bought from shopee. So I don't know what brand it is.",combined_clean_all/combined_output_1819.wav
1819,"Let's just say this buy at Shopee Go and buy it. it's very good. For Both, it's the same thing. iPhone is the most essential thing for me, the most addicting. Take pictures, make clips, cut reels Everything is done using iPhone The case is CASETiFY.",combined_clean_all/combined_output_1820.wav
1820,"Newyear has a MagSafe, I have it too. It's Apple's MagSafe. It's a cute little one. But seriously, borrow New Year's stuff a lot. because mine is a fast charge The number of amps is really small.",combined_clean_all/combined_output_1821.wav
1821,"8000 or 5000? Yours are very little. 1460 mAh can charge a little is that right? Very little, right? Yours're really very little. very little just take it to make the bag heavier. Let's continue with another one from Both. Yes Here are the airpods pro.",combined_clean_all/combined_output_1822.wav
1822,"Why did the doll's leg break? Newyear bought it for me. The doll's legs are very easy to fall off. have feet Where did you buy it? Bought at the loft, siam discovery Really? Cute? So cute Later is the category of accessories yes",combined_clean_all/combined_output_1823.wav
1823,"Coming to travel like this, there must be accessories with you Yes, what is mine? It will be something that Daddy bought. And my mom bought one for me. Let's start with the one that the both bought for me first. This is one. Two rings, one is a Cartier ring. Cartier Love",combined_clean_all/combined_output_1824.wav
1824,"It is a Cartier Love ring engraved with the words Both love Newyear. I don't know if you can see it. This is right here, Both love Newyear It's a rose gold color. This is Tiffany amp Co. ring, Both bought for anniversary, also has diamonds. It's a rose gold pink or gold color like this.",combined_clean_all/combined_output_1825.wav
1825," put it on Uhm, don't forget it. This one was bought by my mother in England. which has been used for a very long time I have 2 colors, this color and the other that Both bought for me a leather strap that was not taken This one is black bought in London. I've been wearing this Herm's clic clac for a very long time",combined_clean_all/combined_output_1826.wav
1826,"Its been a long time since2 3years of relationship I have used it all the time Let's start with my first one. This is Bvlgari. Bvlgari B.zero1 Rock released with Lisa. Is this a pink gold or rose gold shade, not sure.",combined_clean_all/combined_output_1827.wav
1827,"This one is often worn. In fact, Both has a lot of accessories, so we'll go round and round. This trip, I brought my B.zero1 Rock and put it on my middle finger. Newyear has a ring, Cartier Love, I also have it. Because I bought it for him, I must have it.  Yes, it's a pair of rings. Yes sir Now I'm waiting for a ring with carats. wait!!!",combined_clean_all/combined_output_1828.wav
1828,"Here's a cartier love to put on the ring finger. the same Another thing that can't be missed when traveling. If I don't bring it, you're often touchy. Bvlgari necklace Newyear bought for my birthday Both's birthday He has a choice what do I want between the bag and this?",combined_clean_all/combined_output_1829.wav
1829,"We don't have a necklace yet. we want a necklace I chose this necklace, Bvlgari. Yes, now the price has increased dramatically. Yeah, I regretted it then. The staff told me that the Rock version had just arrived. Lisa wears it. I didn't buy it then. After purchasing this ring I want something else too. Let's move on to the skincare bag.",combined_clean_all/combined_output_1830.wav
1830," When going out, it must be there. Must carry along must take care of yourself The colder the weather like this. It is important we fill the skin with moisture. Tada! This one belongs to cl de peau beaut. Many people are probably wondering what it is?",combined_clean_all/combined_output_1831.wav
1831,Is it okay when going abroad to want to carry a small bottle cute size travel set travel size This is exactly what we want. We buy through the website Of course What is it What is this set called? This set is called cleansing travel size.,combined_clean_all/combined_output_1832.wav
1832,"which consists of 2 things we carry on this trip What does it consist of, Both? The first one is cleansing water. This one helps to clean the skin deeply. Makes our skin clean and ready for the next step of cleaning That's right. For Newyear's product is cleansing foam.",combined_clean_all/combined_output_1833.wav
1833,"I like this one Newyear used to use this as a large size which can wash the face very cleanly So we ordered a travel size that can be easily carried not heavy can be carried on the plane When applying makeup, use these 2 together, it's the best double clean.",combined_clean_all/combined_output_1834.wav
1834,"Aside from skincare travel size, there are many other things we brought with us on this trip. Yes, let's start with the first one I carry together in this trip, Le Serum It's something that's often said. we really like it This is called the first serum.",combined_clean_all/combined_output_1835.wav
1835,"that must be down first, then it will help make The next skincare works much better. This one is recommended. For me, this one is indispensable. This one is a small size because I went shopping and they gave me a gift. He gave me La Cr me, emulsion and lotion.",combined_clean_all/combined_output_1836.wav
1836,"I really like La Cr me. This one is a nourishing cream that nourishes deeply How dry is your face? This one can handle Of course To go abroad, only this one is enough for your skin But in Thailand, it's not that we don't do it, we have to do it. we slept in an air conditioned room, right? That's right. Normally, this one is applied before bedtime.",combined_clean_all/combined_output_1837.wav
1837,"For a winter trip like this, you can apply it both day and night. it is very good. After nourishing with various skincare enter makeup mode The first one before applying any foundation. I need this primer. Don't forget it because it's the first step of makeup.",combined_clean_all/combined_output_1838.wav
1838,"It makes our makeup smooth and blurs the pores well. Importantly, it makes the makeup stick better too. After applied the primer, follow by this one. The foundation of cl de peau beaut , I really like it. This foundation is full coveraged but not heavy. Adjust the filter to brighten the skin. The important thing is that it's not heavy. New York likes it very much. The color used is O10.",combined_clean_all/combined_output_1839.wav
1839,"Oh, it's the same, Use it and have a clear skin. Makeup is about to run out This one goes by myself very confused  Let's move on to another indispensable item, the Rice by Nur sunscreen. It's a New York brand. Don't forget to apply sunscreen.",combined_clean_all/combined_output_1840.wav
1840,"This helps in treating acne and nourishing it. Most importantly, it has SPF50 PA. Okay, the makeup is over. One more thing is our lips. It must be moist as well. It's not a dry face. Oh, it's not a moist face, but dry lips. That's right. I don't think that's going to fix it.",combined_clean_all/combined_output_1841.wav
1841,"Here, Both is very addicting It's a lip balm cl de peau beaut This one actually works. Add a little, talk a lot, very refreshing. After we added lip balm. Newyear like to tease me The face of the mouth is pale, looks like a sick person, likes to tease",combined_clean_all/combined_output_1842.wav
1842,"Shall, Here we go YSL lipsticks. Seriously, when i bought them, forget what they have. But we are very appreciative of Ros and the staff said that Ros uses it. So we're okay. It's 216 color.",combined_clean_all/combined_output_1843.wav
1843,"It's a beautiful color I like it. Very pretty pink shade. pink lotus petals All men can use it, it's not too bright, see? very natural Oh, you've crushed it until your mouth is about to burst. I don't know when it will run out because I use very little New Year's stuff, a lot of lip because I'm a makeup person.",combined_clean_all/combined_output_1844.wav
1844,"The first Newyear's item was mentholatum lip balm. This one is a peach scented lip balm which is very fragrant. Newyear uses it until it looks like it. Oh, this one is all that's left. 189 00 12 15,645 gt 00 12 12,734 Available for purchase via eveandboy Bought 2 3 more tubes.",combined_clean_all/combined_output_1845.wav
1845,"It's very good, it's moist, but it feels It doesn't last long, so it has to be replenished regularly This is a lip tint from the brand peripera. The label has been removed because it is actually used. The color used is number 05. It feels natural color. Is it natural? Isn't it natural when on my mouth?",combined_clean_all/combined_output_1846.wav
1846,"This is natural. It's a beautiful color from the brand peripera. Available purchase via eveandboy The other one is from Korea This is Rom amp ND lip gloss. I use this one and I feel like it's a gloss. It's color number 01, it's a Sanho Crush color.",combined_clean_all/combined_output_1847.wav
1847,"It's glasting water gloss I feel like applying lip balm and need to add moisture. it will pop up like eating juicy fried chicken I like to make my lips juicy, can you imagine? 3 things that always stick in the bag This one, can I say this? What else is this?",combined_clean_all/combined_output_1848.wav
1848,"It is a concealer from Nong Chat. Straight talk without selling I am looking for a concealer that covers acne scars, under eye marks I feel Nong Chat's is well covered and light. It covers dark spots, under the eyes, acne scars. It's good coverage.",combined_clean_all/combined_output_1849.wav
1849,"What color is it? It's like the color is number 2 maybe. Let's just say go and buy something like this. Let's continue to the perfume category. Let me tell you that we smell very fragrant. Really, this is what many people say. Let me claim it. Our body smells so good Patient also said that the doctor smells very good. What perfume do you use here? Well, I don't want to say that doctors use a lot. Really",combined_clean_all/combined_output_1850.wav
1850,"But there will be one that we like the most, one or two what did this trip bring? This is the one I love the most right now There are 2 sweethearts. Here's the first one Another13 Le Labo",combined_clean_all/combined_output_1851.wav
1851,"Everyone looks at this, this's all that's left. Both is not as tough as mine. This one from Both is a small size, 30 ml, so you can carry it anywhere. Whether abroad or in Thailand, i can add more perfume. The smell will smell good, smooth, good, last for a long time. it's a bit expensive, but it lasts a long time Everyone must buy",combined_clean_all/combined_output_1852.wav
1852,"For me, it's another smell. The Noir29 50 ml Look at the amount used we bought together it disappeared Year is a person who injects a lot. It can take on board.",combined_clean_all/combined_output_1853.wav
1853,"It's very good. The fragrance that lingers on you I don't know the smell, I like it. Let me ask you, if the perfume suddenly falls apart What should I do to mix it up? I bought 7 8 thousand already, do you remember? mixed it, it costs 7 8 thousand already, do you remember? Le Labo, I love it so much, I'm telling you everyone will love it",combined_clean_all/combined_output_1854.wav
1854,"Here's another one, please. See? There is usually a good package of him. This one is a travel set. Maison Francis Kurkdjan Baccarat called MFK The Baccarat is very fragrant.",combined_clean_all/combined_output_1855.wav
1855,"Injected today, good smell for another 2 days, it smells sticky for 48 hours. it's 2 bottles, 2 scents that I like to use. I would say it's almost the end. It's something that Year can't live without. Let's start, daddy. Let's start with the Both first.",combined_clean_all/combined_output_1856.wav
1856,"Eye drops are sometimes waking up and not fresh, red eyes, sleepy eyes, drops in. This one was bought in Japan. Throughout the past 3 4 years of our being with it, we have to get used to it, that is Carry alcohol spray at all times.",combined_clean_all/combined_output_1857.wav
1857,"1 more thing that New Year has spread to Both, that is POY SIAN ROLL ON This is what we like very much. I'm addicted to this brand I think this brand is well packaged and easy to use. For Newyear, this is an alcohol spray. Must be this brand, this smell only",combined_clean_all/combined_output_1858.wav
1858,"Because it's a very fragrant scent and very good. You can buy it at Lawsons. Newyear said that the indispensable thing is inhaler. This one actually has an inhaler in big green jar But it is too big and difficult to carry So it's a shortened size. This one can be bought at shopee. Year removed Screen sticker because it was unkempt. Oh, was about to ask if it was really an inhaler?",combined_clean_all/combined_output_1859.wav
1859,"Year is very addicted to sniffs. because of hot weather, dizziness, migraine So I bought this from shopee. This one is like water from India. He said it was a roll on that was used as a roller on the temples. same as Poy Sian? But this one directly helps with migraines. Buy at Shopee",combined_clean_all/combined_output_1860.wav
1860,"This one is dizzy, stuffy nose. This solves migraines directly. It's pointing stupidly. Sleepless nights restless Points on temples here, I feel satisfied and fall asleep right away. Don't forget the passport Likewise, we carry",combined_clean_all/combined_output_1861.wav
1861,"I really want a passport case. But Year won't let me buy it. It's not necessary. And here's my wallet that Both bought, Celine. This is also what Year bought for me. I have used it all the time Seriously, I don't have any cards. The card slot is not inserted at all because it is very difficult to take out. with the fact that the leather is very new",combined_clean_all/combined_output_1862.wav
1862,"Finally, we put the card in the cash box instead. This wallet size is very good, suitable for men to hold cool and cool. Finally, here we are very addicted to Jelly. It was from James Meow who trained him to eat often. Until I have it in my bag, it can help me eat when I'm hungry. It can be any jelly.",combined_clean_all/combined_output_1863.wav
1863,"and This is what's in my bag for Both amp Newyear Finally, it has done. I hope you like this clip. We will try to bring important things to show. I secretly hope to bring something to show like this. Will I succeed in persuading everyone? Finally, if anyone likes this clip, please leave a comment. We'll open the bag again.",combined_clean_all/combined_output_1864.wav
1864,"Let's come to request for half a year or at the end of this year. Today, we have to say bye. If you like this clip, don't forget to like, share and subscribe. See you next ep. The parking lot is crowded. Today exceeded expectations in this market. Do you see? Over there is Downtown Los Angeles. And now it's around 7 30 p.m.",combined_clean_all/combined_output_1865.wav
1865,"How many sticks did you prepare today? 2,000 sticks Much more than expected, shocked. It's 8 30 p.m. and all gone. It's better to prepare more. Foreigners know what kind of boiled snacks are? Is it delicious? It is very delicious. Hello everyone, I'm Moss, MOSSALA101. Today the weather is cold.",combined_clean_all/combined_output_1866.wav
1866,"Right now, it's 14 degrees outside. Now I stood in downtown Los Angeles, California. Everyone knows that most Thai people live in America. It is in Los Angeles. And I was very happy, everyone. Because besides, there are a lot of Thai people, right?",combined_clean_all/combined_output_1867.wav
1867,"There's a lot of Thai food. And today they opened a Thai food market. New Thai food market It's called Damnoen Saduak Market. If we talk about Damnoen Saduak Market, where do we have to think? Ratchaburi, right? But now Damnoen Saduak is in the heart of Los Angeles city.",combined_clean_all/combined_output_1868.wav
1868," Let's see if they have rowboats or not, let's go in. Okay Yay Dollar not here today. So cute Oh my god, that's so cute. Are you Thai? I'm Thai. How long have you been here? I've been here since I was 7 years old, so long time.",combined_clean_all/combined_output_1869.wav
1869,"For a long time. I can speak Thai a little. My mom is from Nonthaburi. Oh, near Bangkok. Appreciated, thank you very much. Can everyone see? Over there is downtown Los Angeles. And now it's around 7 30 p.m.",combined_clean_all/combined_output_1870.wav
1870,"Just now, they had an opening ceremony. If anyone comes, it's Friday, Saturday, Sunday. From 6 p.m. until midnight. And now I want to say when we arrived. Each shop has a long queue, and there are a lot of people. For example, this pork satay shop has a lot of people. Sweet potato balls",combined_clean_all/combined_output_1871.wav
1871,"Sweet potato balls Sweet potato balls Only the sweet potato balls. I brought only this. Next week, there will be fried bananas. We only have fried bananas here on Saturdays and Sundays. But we will fry it in Wat Thai and sell it here. Foreigner can eat it. Ours is famous. Yes! It's already had a million views.",combined_clean_all/combined_output_1872.wav
1872,"It has a million views. It's so crispy. And inside, it's still soft. Each order is 10 dollars, one box. Today I met P Kong. P Kong, hello. Hello Has you helped with the market here? When they started, I also help as a shop consultant.",combined_clean_all/combined_output_1873.wav
1873,"I informed them that selling food. What do we have to prepare beforehand? Because many people have to admit that they are amateurs. But there are many professionals. Professionals, we're not worried. Let's say today we will be Mossala101 collab with P Kong. I have to say first that I make a page.",combined_clean_all/combined_output_1874.wav
1874,"I have been doing it for 7 8 years. Therefore, I will know the sellers quite well. I told you, you are the right person. Because I ate a lot. This is a red pork rice shop. Please allow me to hold it here. This one is a display. This is fake. Jae Tu is a very famous at Wat Thai before. This looks very professional and cleanly dressed.",combined_clean_all/combined_output_1875.wav
1875,"Yes And notice it. It's the standard here, right? They will have mosquito nets. Just now, the officials came to inspect. From the Department of Health If you don't have this, you'll pack your stuff and go home. If you don't have mosquito net. Wow! Is it delicious? Delicious. Please allow me to go into the back of the shop.",combined_clean_all/combined_output_1876.wav
1876,"Please come. Please come Please come. Come Wow! We were in front just now. Now we are behind the shop. It will be like Chinese BBQ. Therefore, foreigners will already be quite familiar with it. But this sauce, I can tell you that You came closer, could you smell it? The sauce is very fragrant. Genuine, genuine",combined_clean_all/combined_output_1877.wav
1877,"Genuine Is it normally sold at Wat Thai? At that time, I was sold at Wat Thai. And how about now? I don't sell it there. Just here Yes How much is this? It's 14. 14 dollars is a good price with one boiled egg Now, P Kong. I'll cut the eggs for you first.",combined_clean_all/combined_output_1878.wav
1878,"Let's see Normally, I nbsp eat one bite. So, go ahead. Oh wow, the sauce poured on it is great. Is it fragrant? It smells so good. Wow! How is it? I like it. You can follow the page. We'll continue. But before we went, we saw inside.",combined_clean_all/combined_output_1879.wav
1879,"They'll have a fashion show about Thai fabrics. They'll have a fashion but before there was fashion This shop is highly recommended. Which one? Coconut milk shake In Thailand, I eat it every day. But L.A. doesn't have it. Every menu will be like Does it all have coconut as an ingredient? Yes.",combined_clean_all/combined_output_1880.wav
1880,"Actually, I'm a person who likes coconuts. Coconut milk shake And it's difficult to find. I haven't seen any for sale. So I want to try it out. Is this a Young Coconut? Yes, Young Coconut from Thailand. Is it true? Yes Coconuts from Thailand. How much per glass? It's from Thailand. 8 dollars per glass.",combined_clean_all/combined_output_1881.wav
1881,"8 dollars. Yes. Is that Oreo? Oreo Did you see that the handle also has a Thai touch to it? It was very chic. I really miss when I was a child. I liked to drink coconut water with milk. I think of past feel refreshed It was very refreshing, and the package is very cute. Yes Carry it nicely. Asked how much is the price? It's about one dollars.",combined_clean_all/combined_output_1882.wav
1882,"She imported it This is a high cost. High cost, more expensive than glass. Don't throw it away, keep it. Excuse me What menu is this? Are you Thai? Chinese Oh, you are Chinese. This is a Chinese shop. Oops, he came to check.",combined_clean_all/combined_output_1883.wav
1883,"He inspect. This is hygiene. There will be officials who come to inspect each store. It must be within standards. If it's not up to standard, Have to go home. Here it is. For everything, To set up correctly first, cover the tent, and the mosquito net. Now he goes in and checks. There will also be an Asian mixed in, right?",combined_clean_all/combined_output_1884.wav
1884,"There are Chinese people too. There is also Burmese food. There is also a Chinese shop. Burmese food is over there, right at the beginning of the alley. But most are Thai. But there are Burmese and Chinese. Some shops, if we haven't tasted them We can stop by and take a look. This shop Catfish Grilled catfish is 15 each.",combined_clean_all/combined_output_1885.wav
1885,"They sell grilled catfish like this? Yes Squid looks very delicious. How much is each one? 15 each It's squid that sells well. Pa Jong, she is already famous. This person is PArt. P Art I eat this often. This is grilled pork.",combined_clean_all/combined_output_1886.wav
1886,"How many sticks are you selling today? 2,000 thousand sticks 2,000 thousand sticks. How much do you sell per stick? 4 sticks per 5 dollars 8 sticks per 10 dollars Wait a minute, 4 sticks per 5 dollars. 8 sticks for 10 bucks is right. 8 sticks 350 How much is 10 dollars in baht now? 10 dollars is 350 baht multiply by 2000 pieces.",combined_clean_all/combined_output_1887.wav
1887,"Let the viewer help us calculate the price. In one day, they sold almost a hundred thousand baht. Other menus are not included. Hey, everyone. Now they have a fashion show. I want to tell you that Thai girl in Los Angeles is extraordinary. Tall and all are beautiful. Each of these people can go on stage.",combined_clean_all/combined_output_1888.wav
1888,"Do you have any plans? It's like they're walking through the middle of the market. And just now, I met a friend, who was a shop owner. Phu Khao are here too. It might be messy. Oh, spin, spin, spin. Michelin star Yes 4 times Yes 4 years Sold out",combined_clean_all/combined_output_1889.wav
1889,"Today they made food to give away. But there are a lot of fans. It's sold out very quickly. Not in time Chef Pla and Fern I came and didn't see you. nbsp Always running away Oh wow, which shop do we go to next? I will recommend another shop. Do you know Izakaya? Japanese style grilling",combined_clean_all/combined_output_1890.wav
