,eng_reference,thai_reference,trimmed_segment_path
123,"   It's time for your reward. Let's go!  Let's go get our Christmas presents!  I'm giving you a tour of my house today.  It's the house I built for my parents.  I meant to live here,    but I got married, so  I might come around now and then.",ถึงเวลาให้ของรางวัลแล้วนะคะ ไป ต้องไปรับของขวัญคริสต์มาสแล้ว ก็วันนี้จะพามาชมบ้านนะคะ เป็นบ้านที่มิวตั้งใจจะสร้างให้กับพ่อแม่นะคะ แล้วก็ตั้งใจจะอยู่เองด้วย แต่เผอิญแต่งงานไปก่อน ก็เลย ก็เลยอาจจะแบบได้อยู่บ้างอะไรแบบนี้,combined_wav2/combined_output_2_124.wav
124,"   Hello, I want to give you a tour of the house  I built for my family today.  It started with me buying an old house,  which are two adjacent houses.  I knocked them down,  leaving only this one rain tree.      Which is a tree that I really love.  So I had the architects",สวัสดีค่ะ วันนี้มิวจะพาทัวร์บ้านนะคะ ที่มิวตั้งใจจะสร้างให้กับครอบครัวค่ะ เริ่มจากที่มิวซื้อบ้านหลังเก่านะคะ ซึ่งเป็นสองหลังติดกัน จากนั้นก็ทุบทิ้งหมดเลยค่ะ เหลือแค่ต้นก้ามปูต้นนี้ต้นเดียว ซึ่งเป็นต้นที่มิวชอบมากๆ มากๆ เลยค่ะ ก็เลยให้คนออกแบบ,combined_wav2/combined_output_2_125.wav
125," design the house around this rain tree.  Then it's time to start construction.  And now,  it's starting to take shape!  At first,  I wanted something modern.    So I told the architects,  and this is what I got.  It's still bare concrete now, though.",ออกแบบบ้านให้เข้ากับต้นปูต้นนี้ค่ะ หลังจากนั้นก็เริ่มสร้างบ้านค่ะ จนตอนนี้ก็ เริ่มเป็นรูปเป็นร่างแล้วค่ะ ตอนแรกเลยเนี่ย อยากจะได้บ้านที่เป็นแบบโมเดิร์น ก็เลยไปคุยกับคนออกแบบ อะไรแบบนี้ค่ะ ก็ได้มาหน้าตาประมาณนี้ แต่ว่าตอนนี้ก็ยังเป็นปูนอยู่นะคะ,combined_wav2/combined_output_2_126.wav
126, Hello. ...     She won't... Hello! Hi!  Goi oversees everything at the house.  She's real sweet!    She's always here -    -  -to see that everything goes well.   -Hiding.  But she can be a bit shy.  We have an honorary cameraman here...,สวัสดีค่ะ ไม่ยอม ฮัลโหล สวัสดีค่ะ พี่ก้อยจะคอยดูความเรียบร้อยของบ้านให้นะคะ น่ารักมากเลย มาทีไรก็จะ เนี่ยเฝ้าอยู่ ดูแลความเรียบร้อยนะคะ หลบ แต่ว่าจะเขินกล้องนิดนึง นี่เราช่างกล้องกิตติมศักดิ์มากเลยนะคะ,combined_wav2/combined_output_2_127.wav
127,"-          -  -and that's Mint Nuttha!   -That's right.  My sister.  This is going to be the entry way.  You come in, and there'll be trees everywhere!  We'll plant so many trees!  That's because my mom loves trees.  This is the living room.  There'll be a TV and sofa here.",เพราะว่าคือคุณ มิ้น ณัฎฐา นั่นเอง ใช่ค่ะ น้องสาว นี่ตรงนี้จะเป็นเหมือนทางเข้า เข้ามาแล้วเดี๋ยวตรงนี้จะปลูกต้นไม้ๆๆ ปลูกต้นไม้เยอะมาก เพราะว่ามารดาชอบต้นไม้ ตรงนี้เป็นห้องนั่งเล่นค่ะ จะมีทีวีและจะมีโซฟาอยู่ตรงนี้,combined_wav2/combined_output_2_128.wav
128, But you'll have to use your imagination  because there's nothing yet.  It's just concrete.  This is where we'll put the dining table.  I'm thinking a ten-seater dining table.  And this will be the island,แต่ตอนนี้ต้องจินตนาการไปก่อนนะคะ เพราะตอนนี้ยังไม่มีอะไรเลย ยังเป็นปูนอยู่เลยค่ะ ตรงนี้ก็จะเป็นที่วางโต๊ะทานข้าวนะคะ ซึ่งก็คิดเอาไว้ว่าจะเป็นโต๊ะทางยาวสิบที่ ส่วนตรงนี้ก็จะเป็นเคาน์เตอร์ครัว,combined_wav2/combined_output_2_129.wav
129," in case we want to cook.    Pa, say hi to the camera.    Youtuber! I'm a Youtuber!  He's here the most often.    It's pretty hard to choose,  like this floor here,    at first they used wood in their design.  The problem is I want real wood,",เผื่อว่าเราอยากจะทำอาหารเอง ป๊า บ๊ายบายกล้องหน่อย ยูทูปเบอร์ เป็นยูทูปเบอร์ ป๊ามาดูบ้านบ่อยที่สุดเลยค่ะ อ๋อก็เนี่ย มันจะเลือกยากมาก อย่างพื้นมิวตรงนี้อะค่ะ ตอนแรกที่เขาออกแบบมาให้ คือเป็นพื้นไม้ แล้วจะเกิดปัญหาที่ว่ามิวอยากได้ไม้จริง,combined_wav2/combined_output_2_130.wav
130," but Mom and Papa don't,    since real wood fades easily with rain    and sunshine. It's hard to maintain.    I don't want laminate wood, I want real wood.  So in the end, we switched to tiles.    Tiles. Done.  Take in the atmosphere.  come filming him.",แต่แม่กับปะป๊าไม่อยากได้ไม้จริง เพราะว่าไม้จริงมันโดนแดดโดนฝน แล้วมันแบบ สีมันซีดง่าย แล้วเรื่องการดูแลมันจะยาก มิวไม่อยากได้ไม้ปลอมเลย มิวอยากได้ไม้จริง สุดท้ายก็เลยเปลี่ยนเป็นกระเบื้องค่ะ กระเบื้อง จบ ดูบรรยากาศ ถ่ายหน้าปะป๊าสิ,combined_wav2/combined_output_2_131.wav
131,"     It'll become my favorite area to chill and relax.  It's Papa's idea.  He's proud. -    -  - Mom's idea.   - Oh, it is mom's idea.  This was going to be a fitness,  but she changed.  Changed again.  This is on me.  I changed from a fitness,  into a living room.",กลายเป็นมุมโปรดเลย สบายๆ ชิวๆ เป็นไอเดียของปะป๊าเขา เขาภูมิใจ ไอเดียแม่ อ๋อไอเดียแม่ ตอนแรกจะเป็นห้องฟิตเนส แต่แก้แล้วครับ แก้อีกแล้วครับ อันนี้มิวนะคะ แก้จากห้องฟิตเนส มาเป็นห้องนั่งเล่น,combined_wav2/combined_output_2_132.wav
132,- ...   -  -This is...   -This is another spot that...  I think  3 on the 3rd floor terrace. -    -  -You know what we can do about it?   -What?  Solar cell.  There's a lot of space.  He talked about solar cells from  the design stage.  We're in a hot country.,ตรงนี้เป็น ตรงนี้เป็นอีกมุมซึ่งคิดว่า ป๊าว่านะ ดาดฟ้าบ้านเราตรงชั้น เหมาะจะทำอะไรรู้ปะ ทำอะไร โซล่าเซลล์ เพราะว่าพื้นที่มันกว้างมาก ปะป๊าพูดถึงโซล่าเซลล์ตั้งแต่ ตอนออกแบบ เพราะบ้านเราเมืองร้อนไง,combined_wav2/combined_output_2_133.wav
133," We can utilize the energy at its most effectively.  We're going to have a table here.    Right, Pa? So we can sit and  relax.  That's our concept.  If we have dogs, this will be  where they can run around.  Give us a presentation, Papa.  The best area of the house because",เราสามารถใช้พลังงานให้เป็นประโยชน์สูงสุด ตรงนี้เราก็จะมีเป็นโต๊ะ ใช่ไหม่ป๊า เป็นโต๊ะไว้มานั่งแบบ ชิวๆ คอนเซ็ปต์เราชิวๆ ก็จะเป็นบริเวณที่ถ้ามีสุนัขนะคะ ก็จะให้น้องหมามาวิ่งเล่นแถวนี้ได้ อะไรปะป๊านำเสนอหน่อยเร็ว โอเคที่สุดของบ้านเพราะ,combined_wav2/combined_output_2_134.wav
134, it'll be shady  in the morning and afternoon.  I came at all the different time.  We are...    choosing marbles to be used  for the entrance and the TV.  We came all the way to their factory.  This is...  going to be the star.,แดดจะร่ม ทั้งช่วงเช้าและช่วงบ่าย พ่อมาดูทุกเวลาแล้ว นี่เรากำลัง เลือกหินอ่อนนะคะ เพื่อที่จะใช้ตรง ข้างหน้าทางเข้ากับตรงหน้าทีวี นี่เราบุกมาถึงโรงงานเขาเลยค่ะ นี่อันนี้ก็คือ ที่เราคิดว่าจะใช้เป็นพระเอก,combined_wav2/combined_output_2_135.wav
135,"   You'll see it as your walk into the house.  And we'll use it in the living room,  where there's a TV.  Wait to see how it'll turn out.  We're planting a tree in the middle here.      Does anyone recommend any tall trees?  I'm going to make this the dog room.",เปิดประตูบ้านเข้าไปปุ๊บ เจออันนี้เลย แล้วก็จะมาใช้ตรงห้องนั่งเล่น ที่แบบวางทีวีด้วย เดี๋ยวรอดูนะคะว่าพอติดไปแล้วจะเป็นยังไงบ้าง ตรงนี้เราจะปลูกต้นไม้กลางบ้าน ใครมีต้นอะไรแนะนำไหมคะ สูงๆ หน่อย ตรงนี้มิวจะทำเป็นห้องหมา,combined_wav2/combined_output_2_136.wav
136," That way they have room to play.    I plan to get more doggies,  so I'll need to make room for them.  This area is for them to walk around,  to tinkle,  take a dump, or something like that.",หมาเขาจะได้มีพื้นที่ในการเล่น แล้วก็แพลนไว้ว่า จะมีน้องหมาเพิ่มค่ะ ก็จะต้องมีบริเวณให้น้องนิดนึง นี่ก็จะเป็นที่ไว้ให้น้องหมาออกมาเดินเล่น ออกมาชิ้งฉ่อง ออกมาอึอะไรแบบนี้,combined_wav2/combined_output_2_137.wav
137," It'll be their area.    Oh, and our fitness -    -  -Downstairs.  -What about the study? -    -  -Nope.   -No study room. -    -  -No study.   -We were going to use this room.  It was supposed to be this room.  The doggies have taken over.  We'll think it over.  This room is the most problematic,",ก็จะเป็นส่วนของน้องหมาไป เอ๊ะ แล้วห้องฟิตเนสเราคือ ข้างล่าง แล้วห้องทำงานมีปะ ไม่มีแล้ว ไม่มีแล้ว ไม่มีแล้ว ตอนแรกจะเอาห้องนี้ ตอนแรกจะเป็นห้องนี้ โดนน้องหมายึดห้องไปแล้วนะคะเรียบร้อย เดี๋ยวค่อยคิดอีกทีนึง ห้องนี้เป็นห้องที่มีปัญหามากที่สุด,combined_wav2/combined_output_2_138.wav
138, because we can't come to a conclusion.  At first this room  was supposed to be a fitness.      But then we realized  that a gym is not the  most important thing to us.  It's actually a living room.  So we changed from a gym to a living room.  There's another problem.,เพราะไม่ลงตัวสักที เริ่มจากตอนแรกห้องนี้ เราตั้งใจจะเป็นห้องฟิตเนส แต่ไปๆ มาๆ เราคิดว่า ฟิตเนสไม่ใช่สิ่ง จำเป็นที่สุดสำหรับเรา สิ่งจำเป็นที่สุดคือห้องนั่งเล่น เราเลยเปลี่ยนจากห้องฟิตเนสเป็นห้องนั่งเล่น แล้วก็ติดปัญหาอีกว่า,combined_wav2/combined_output_2_139.wav
139," We had the outlets placed on this side,  this glass here.  We were going to place the sofa    so it turns to the view.  So we're going to put the TV there like before  the sofa here,    and maybe some stools here.",ทีวีเราเดินปลั๊กไว้อยู่ฝั่งนี้ ตรงนี้เป็นกระจก เราจะตั้งโซฟาให้มันแบบ เห็นวิวออกมา จะได้มองเห็นวิว ตอนนี้เลยสรุปว่าทีวีก็ไว้ตรงนั้นเหมือนเดิม โซฟาก็ไว้อย่างนี้ และอาจจะเป็นชิ้นวางๆ เก้าอี้ไว้ตรงนี้,combined_wav2/combined_output_2_140.wav
140," So that's what we settled with.  That's all for today.    We're all done. Let's go home.    It's getting late. And I'm getting hungry.  Bye bye!  Oh!  So jumpy!  Come on Bambi, this way!  Today, I'm taking Thames and Bambi",ก็เลยสรุปแบบนี้ เรียบร้อยนะคะวันนี้ ปิดจ็อบทุกอย่าง กลับบ้าน ไปเย็นแล้ว หิวแล้วด้วยค่ะ บ๊ายบาย อุ๊ย ดิ้นสุดๆ แบมบี้มาเร็วมาทางนี้ วันนี้จะพาเทมส์กับแบมบี้นะคะ,combined_wav2/combined_output_2_141.wav
141,"   for a swim and a run as well.  If they behave today,  I'm going to reward them.  Go!    Thames is having so much fun seeing friends! -    -  -Thames is very excited.   -Very excited.  Bambi is secluded. Wouldn't play with anyone.    Bambi! Oh!",มาว่ายน้ำ และจะมาวิ่งเล่นด้วย ซึ่งถ้าเกิดว่าวันนี้สองคนนี้เป็นเด็กดีเนี่ย เดี่ยวจะมีของรางวัลให้ ไปเลย เทมส์คือสนุกมากเลย เจอเพื่อน เทมส์ตื่นเต้นที่สุดเลย ตื่นเต้นสุดๆ แบมบี้ก็สันโดษไปไม่เล่นกับคนอื่นเขาเลย แบมบี้ เอ๊า,combined_wav2/combined_output_2_142.wav
142,"   It's going to jump. Loves to jump.  Thames.  Thames, are you up for it?  Thames is never afraid!  It's scared.    Bambi's trying to join the others.   How cute!      Oh! Very good!  Good job.",มันจะไปกระโดด ชอบกระโดจริงๆ เทมส์ พี่เทมส์สู้ไม่สู้ ไม่เคยกลัวอยู่แล้ว กลัวแล้วๆ แบมบี้พยายามแบบ เข้าหาเพื่อน น่ารักอะ ฮึบ โอ เก่งมาก เก่งมาก,combined_wav2/combined_output_2_143.wav
143,"   So? How are they?  Bambi, quickly!  Almost there!  Bambi, you're so good!    Closer! Come closer!    You're so good. Wow.  So good.    Bambi's shaking.  We're done!",เป็นยังไงคะ ใช้ได้ไหมคะ แบมบี้มาเร็ว จะถึงแล้ว แบมบี้เก่งจังเลย อ่าใกล้ๆ มาใกล้ๆ เก่งครับ โห เก่งลูก อุ๊ยแบมบี้สั่น แกกๆๆ เสร็จแล้วคร้าบ,combined_wav2/combined_output_2_144.wav
144," How did I do?  We're going to put on nice clothes.      Let's go put on Christmas outfits, quick!  It's almost Christmas,  we have to put on Christmas outfits!    Thames! Thames, let's go out!  Do you want to go out?    Bambi wants some.  Good girl.",หนูว่ายน้ำเก่งไหมคะ เดี๋ยวเราจะต้องไปใส่ชุดสวยกันก่อน มา เดี๋ยวมาใส่ชุดคริสต์มาสก่อน ไปเร็ว ใกล้คริสต์มาสแล้วนะคะ ต้องใส่ชุดคริสต์มาสหน่อย เทมส์ เทมส์ไปเที่ยว ไปเที่ยวไหม แบมบี้ แบมบี้ขอ เก่งมาลูก,combined_wav2/combined_output_2_145.wav
145,"   It's time for your reward. Let's go!  We want the presents!  Let's go get our Christmas presents!  There's the present for us.  Let's have Saint check what's inside.  See what's inside!  Let's open the box together.      One, two, three!",ถึงเวลาให้ของรางวัลแล้วนะคะ ไป อยากได้ของขวัญๆ ต้องไปรับของขวัญคริสต์มาสแล้ว มีของขวัญมาให้แล้ว ให้พี่เซนต์ลองเปิดดูสิคะว่ามีอะไรอยู่ข้างใน ดูสิว่าอะไร มาเปิดกล่องพร้อมกัน หนึ่ง สอง สาม,combined_wav2/combined_output_2_146.wav
146," Woo!  Scared.  Scared.  Bam.    You have new treats, are you happy?  Bambi's confused.  Bambi's confused about this.  This Festive Set  is only available this time of year,  around Christmas and New Year.  It's a perfect Christmas gift",วู้ ตกใจ กลัว แบม ได้ขนมใหม่ ดีใจไหม แบมบี้งง แบมบี้งงกับอันนี้ กล่องเฟสทีฟเซ็ตแบบนี้นะคะ สามารถซื้อได้แค่ช่วงนี้เท่านั้นนะคะ ช่วงคริสต์มาสกับปีใหม่นะคะ ก็เหมาะกับเป็นของขวัญวันคริสต์มาส,combined_wav2/combined_output_2_147.wav
147," for your puppies.  It can be found at places listed below.    Let's see, puppies, what's inside.    Quick, let's go.  Let's go.    There are different kinds to choose from.  Let's start with this one,      this one is the Tasty Bites Chewy Cubes.",ให้กับน้องหมานะคะ ก็สามารถหาซื้อได้ตามลิงก์ข้างล่างเลยค่า เดี๋ยวไปดูกันน้องหมา ว่าข้างในมีอะไรบ้าง ไปเร็ว ไป ไปครับ นี่ ขนมน้องหมามีหลายอันเลย เริ่มจากอันนี้ก่อนเลยนะคะ อันนี้เนี่ย เป็นเทสตี้ไบทส์ ชิววีคิวบ์,combined_wav2/combined_output_2_148.wav
148," It's chewy.    It's suitable as a prize  because it's high in protein.    It comes in two flavors, this is beef,  and this is lamb.    Okay, let's try it.    Beef, okay? It smells so good!    Look. Smell it.  Here, they come in pieces like this.",เนื้อนุ่มหนึบนะคะ ก็เหมาะกับเป็นของรางวัลมากๆ เลย เพราะว่ามีโปรตีนสูง มีสองรส อันนี้รสเนื้อ และอันนี้คือรสแกะค่ะ อะ ลองชิมดูๆ เนื้อเนอะ หอมมากเลย ดูสิ ดมสิ นี่เป็นชิ้นแบบนี้ค่ะ,combined_wav2/combined_output_2_149.wav
149,"   Taste it. Have a taste. -    -  -Try it.  -Try it. -    -  -It's good.   -It's so good!    Okay, let's try this one.    This one, do you want it?        This is the Tasty Bites Crunchy Pockets.    Milk and chicken flavor.    Right. There's  fifteen healthy nutrients",ชิม อะชิมดูสิ ชิมสิ ชิมหน่อยๆ อร่อยเลย อร่อยมากเลย อะ มาลองดูรสนี้ อันนี้นะครับ กินไหมครับ อันนี้เป็นเทสตี้ไบทส์ ครันชี่ พ็อกเก็ต นะครับ มีรสนม กับรสไก่ ใช่ อันนี้เนี่ยจะมี สารอาหารที่เป็นประโยชน์ต่อสุนัข,combined_wav2/combined_output_2_150.wav
150," for dogs  It's crunchy on the outside and soft inside.    Little biscuits  with cream filling.  Which do you want to taste?  How about milk?  Here, it's like this.  Bambi!  In squares like this.  Bite-sized. -    -  -Whoa.   -Whoa!",สิบห้าอย่างนะคะ ก็เป็นแบบกรอบนอกนุ่มในค่ะ เป็นแบบขนมปังเล็กๆ นะคะ และข้างในเป็นสอดไส้ครีมค่ะ ลองชิมรสอะไรดีลูก นมไหม นี่เป็นแบบนี้ค่ะ แบมบี้ นี่เป็นสี่เหลี่ยมแบบนี้ พอดีคำเลย โอโห โอโห,combined_wav2/combined_output_2_151.wav
151," This one is enjoying itself.  You're a good swimmer,  so I let you eat this much.  Thames. -    -  -Oh.   -Oh.    Here's the last one.      This is the Tasty Bites Chewy Bones.  This is beef flavored,  in the shape of a bone.",คนนี้เนี่ยสนุกกับการกินมากเลย เห็นว่าว่ายน้ำเก่งนะเนี่ย เลยยอมให้กินเยอะขนาดนี้เนี่ย พี่เทมส์ โหย โหย อ่า มาถึงอันสุดท้าย อันนี้ก็คือเทสตี้ ไบทส์ ชิววีโบนส์ อันนี้จะเป็นรสเนื้อนะคะ เป็นรูปทรงกระดูกนะคะ,combined_wav2/combined_output_2_152.wav
152," It's the chewy kind.  It's low fat,  so it's good for dogs.  Do you want to try, Bam?  Here.  It's bone-shaped.    Bam, that's enough.    Bam, one more.  If you want to reward your dogs    with such delicious treats,",และจะเป็นแบบเหนียวหนึบนะคะ และจะไขมันต่ำนะคะ ก็ดีต่อสุขภาพของสุนัขด้วยค่ะ ลองไหมแบม นี่ค่ะ มันก็จะเป็นรูปกระดูก แบม เดี๋ยวพอแค่นี้ แบม อีกชิ้นนึง ใครอยากให้รางวัลน้องหมา เป็นขนมอร่อยๆ แบบนี้,combined_wav2/combined_output_2_153.wav
153,"     you can buy Tasty Bites  at all supermarkets  and petshops.  It's guaranteed to be tasty, right?    Right Thames? Right?  It's so good!  The puppies have gone home,  and now it's my turn to go out to eat.",สามารถซื้อเทสตี้ ไบทส์ นะคะ ได้ที่ซุปเปอร์มาร์เก็ต และร้านสัตว์เลี้ยงทุกสาขาเลยค่ะ รับรองอร่อยแน่นอนใช่ไหม ใช่ไหมเทมส์ ใช่ไหม อร่อยมากเลยค่า น้องหมากลับบ้านเรียบร้อยแล้วนะคะ ตอนนี้มิวก็จะออกไปทานข้าวของมิวบ้างแล้วนะคะ,combined_wav2/combined_output_2_154.wav
154," It's Christmas tomorrow,  and it'll be New Year, too.  This video will be the last of this year,  so let me wish  everyone who's watching Happy Mew    have a happy, happy life.  And even happier next year.    I wish you much happiness,",พรุ่งนี้ก็เป็นวันคริสต์มาสแล้วนะคะ และจะเป็นวันปีใหม่ด้วย คลิปอันนี้ก็คงจะเป็นคลิปส่งท้ายปีนี้เลยนะคะ ก็ขออวยพรเลยนะคะ ขอให้ทุกคนที่ชมแฮปปี้มิวนะคะ ขอให้มีชีวิตที่แฮปปี้ๆ นะคะ และปีหน้าก็ขอให้แฮปปี้ยิ่งกว่าเดิมนะคะ และมีความสุขมากๆ นะคะ,combined_wav2/combined_output_2_155.wav
155," and I hope you are successful  in everything in life.  And most importantly, be careful,  stay healthy.  Take care of yourself  for the final days of the year!    Please press like, share  and subscribe for me.  If you have any comment,",ขอให้ประสบความสำเร็จ ทุกอย่างในชีวิตเลยนะคะ และที่สำคัญก็เที่ยวอย่างระมัดระวัง และดูแลสุขภาพด้วยนะคะ ไปไหนก็ดูแลตัวเองให้ปลอดภัยนะคะ ส่งท้ายปีเก่านะคะ และอย่าลืมกดไลค์ กดแชร์ และซับสไครบ์ให้มิวด้วยนะคะ และก็ใครมีคอมเมนต์อะไรก็,combined_wav2/combined_output_2_156.wav
156," please leave them!  Bye bye!  Last kiss as a farewell! Muah, muah!  I'm going to cook today.  If I can do it, I'm sure everyone can do it too. -     -   - What's up?   - I peeled the mango yesterday. -     -   - Did you peel it yourself?  - Yes.  Well done. -     -   - Very good.   - Oh, yeah?    It looks great.        Rated for good intention ",ฝากคอมเมนต์กันมาได้นะคะ บ๊ายบายค่ะ ส่งท้ายปีจุ๊บหน่อย วันนี้มิวจะมาทำอาหารเอง ถ้ามิวทำได้ทุกคนทำได้แน่นอนค่ะ ว่าไง เมื่อวานมิวนั่งปอกมะม่วง ปอกเอง ใช่ เก่งนะ ดีมากเลย ใช่เหรอ ดี ดูดีมาก ให้คะแนนความตั้งใจ,combined_wav2/combined_output_2_157.wav
157,"200     How much is 200 grams?  Just put it.  Good morning, everyone.  Because I'm a mommy-to-be  so I want to have something  healthy to eat.  I've checked for some information.  And I think if I can cook myself    at home with some easy recipes,",กรัมค่ะ คือเท่าไหร่ ใส่ลงไปเถอะ กู๊ดมอนิ่งนะคะ เนื่องจากว่าเราเป็นคุณแม่มือใหม่นะคะ เราก็อยากจะหาอะไรทาน ที่มันเฮลท์ตี้บ้าง มิวก็เลยลองไปแบบหาข้อมูลดูอะไรอย่างงี้ มิวคิดว่าถ้าเราสามารถทำอาหารเอง ที่บ้านได้แบบอะไรที่มันง่ายๆ อะไรงี้,combined_wav2/combined_output_2_158.wav
158," it'd be good for my health.      Such as almond milk  that you can make it yourself too  I think if I make it myself,  I can have something fresh  and safe for my body too.  Therefore, I'm going to cook it myself today.  If I can do it, I'm sure everyone can do it too.    Alright, let's go to the supermarket.",มันก็น่าจะดีต่อสุขภาพของเรา อย่างเช่น เอิ่ม อัลมอนด์มิลค์ มันก็มีวิธีที่สามารถทำเองได้เหมือนกัน มิวคิดว่าถ้าทำเองเนี่ย เราก็จะได้กินอาหารที่มันใหม่ แล้วก็สดและก็ปลอดภัยแน่นอนค่ะ เพราะฉะนั้นวันนี้มิวจะมาทำอาหารเอง ถ้ามิวทำได้ทุกคนทำได้แน่นอนค่ะ ไป งั้นเดี๋ยวเราไปซุปเปอร์กันก่อน,combined_wav2/combined_output_2_159.wav
159,"       Let's go shopping   We are now at the supermarket.  Let's get some almonds.    We've already got the mango. Yesterday -     -   - I put it in the freezer.   - Strawberry.  Why do you want the strawberry? -       -   - Oh, no strawberry needed?   - No.  It's mango yogurt sorbet.  We have our assistant with us too.",ไปซื้อของกัน ถึงซุปเปอร์แล้วนะคะ เราต้องไปซื้ออัลมอนด์ มะม่วงเรามีแล้ว เพราะเมื่อวานนี้ เราแช่ฟรีซไว้แล้ว สตรอว์เบอร์รี สตรอว์เบอร์รีเอามาทำไม อ๋อ ไม่มีสตรอว์เบอร์รีเหรอ ไม่มี ก็จะเป็นแมงโก้โยเกิร์ตซอร์เบต์ บ้านเรามีผู้ช่วยมาด้วยนะครับ,combined_wav2/combined_output_2_160.wav
160," He's a top sous chef. -       -   - He's coming. Wait and see.   - Here he comes.      Our regular visitor.  Pao is going to help us cook today.    Healthy food for mommy-to-be.  I will help chopping only. -     -   - I want some organic yogurt.   - OK, wait.  plain natural yogurt, nothing added.    sugar, almonds. -     -   - Awaiting answer.   - Awaiting his answer.",เป็นผู้ช่วยเชฟมือทอง กำลังมานะคะ เดี๋ยวดูนะคะ มาแล้วๆ ขาประจำ ขาประจำ ขาประจำ วันนี้เปาจะมาช่วยเราทำอาหาร สำหรับคุณแม่ใช่ไหม อาหารเฮลท์ตี้ เราเป็นลูกมือหั่นอย่างเดียว เอาโยเกิร์ตออร์แกนิค รอแป๊บ เอาแบบธรรมชาติเลยไม่ปรุงรส น้ำตาลทราย อัลมอนด์ รอให้ตอบ คนนี้ตอบ,combined_wav2/combined_output_2_161.wav
161,"-       -   - Moving the trolley.   We told him to do that.  Where is sugar?  Why is it so hard to find sugar? -     -   - None.   - Of course, there are some.  See, P' Saint didn't take long to find it.     Gossiping  Gossiping someone.  You don't believe it, do you? -     -   - Sugar.   - Brown sugar.  White sugar.        Teasing each other like kids",มาเข็น มาเข็น ใช้มาเข็นรถเข็น น้ำตาลทรายหายไปไหน ทำไมน้ำตาลทรายหายากจัง ไม่มี ต้องมีสิ เห็นไหมพี่เซนต์มาแป๊บเดียวเจอแล้วเลย ซุบซิบอะไรกัน นินทาคนอยู่ ไม่เชื่อใช่ไหมว่านินทาคน น้ำตาลทราย น้ำตาลทรายแดง น้ำตาลทรายขาว แกล้งกันเป็นเด็กเลย,combined_wav2/combined_output_2_162.wav
162,       So paranoid   Do you want it in sachets?        Time to prank   Can you check that brand?  Which brand?        Paranoid   You can't be trusted at all.    It could tear apart. That's so silly.  He's bad.  Do you need a lot?,ระแวงไปหมด เป็นซองไหม ส่งซิกให้ไปแกล้ง ดูยี่ห้อนั้นให้หน่อย ยี่ห้อไหน ระแวง ไว้ใจไม่ได้เลย เดี๋ยวมันขาด โดนแบบฟายฟาย นิสัยไม่ดีเลย ใช้เยอะไหมครับ,combined_wav2/combined_output_2_163.wav
163,"   100   No, just 100 grams. - 100     - 100   - 100 grams.   - 100 grams.  What else should we add?  How about passion fruit for garnishing?    OK, we got the passion fruit.  To add some tanginess.        Let's go back home    We have two menus today.",ไม่เยอะ ใช้แค่ กรัมเอง กรัม กรัม มิวว่าเราเพิ่มอะไรดี เสาวรสไหมเอาไว้ไปแต่งหน้าข้างบน โอเค ได้มาแล้วเสาวรส เติมความเปรี้ยว กลับบ้านกัน วันนี้นะคะ เราจะทำสองเมนูด้วยกัน,combined_wav2/combined_output_2_164.wav
164, The first one is almond milk.  Almond milk is  very nutritious.  I usually don't drink it  but I want to try it today.  So today I will make it myself.  Another menu is  mango yogurt sorbet.  It's so good for summer.,อันแรกมิวจะทำอัลมอนด์มิลค์ค่ะ ซึ่งอัลมอนด์มิลค์เนี่ยเป็นอะไรที่แบบ มีคุณค่าทางสารอาหารเยอะ ปกติเนี่ยไม่ค่อยได้ทาน แต่วันเนี่ยอยากลองทานดู เพราะฉะนั้นวันนี้ก็เลยจะมาทำเองซะเลย ส่วนอีกเมนูหนึ่งเนี่ย ก็คือแมงโก้โยเกิร์ตซอร์เบต์ อันนี้ก็เป็นไรที่แบบเหมาะกับซัมเมอร์,combined_wav2/combined_output_2_165.wav
165," so refreshing when you have it.  We'll have some fresh fruit too.  It'd be healthy  and yummy too.  Alright, let's get started.  Now, the ingredients  apart from the mango, we have the passion fruit  and plain natural yogurt.  With some strawberries to garnish on the top.        All equipments are ready",กินแล้วจะได้แบบสดชื่น แล้วก็มีผลไม้สดด้วยค่ะ น่าจะเป็นอะไรที่มีประโยชน์ แล้วก็อร่อยด้วยนะคะ งั้นเดี๋ยวเรามาเริ่มกันดีกว่าค่ะ ส่วนผสม นอกจากมะม่วงแล้วเราก็จะมีเสาวรส มีโยเกิร์ตธรรมชาตินะคะ และก็มีสตรอว์เบอร์รีเอาไว้ตกแต่งข้างบน อุปกรณ์พร้อมมาก,combined_wav2/combined_output_2_166.wav
